,Year,Group A B,Crime Against Category,Offense Parent Group,Offense,Offense Code,MCPP,100 Block Address,Longitude,Latitude
1103155,2024,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,1XX BLOCK OF BOREN AVE N,-122.335871375,47.61910958
1103179,2024,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,SLU/CASCADE,5XX BLOCK OF DENNY WAY,-122.345841,47.61856414
1103245,2024,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,3XX BLOCK OF DENNY WAY,-122.349640254,47.61857911
1103275,2024,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,SLU/CASCADE,4XX BLOCK OF WESTLAKE AVE N,-122.338450991,47.62262519
1103276,2024,A,PROPERTY,ROBBERY,Robbery,120,SLU/CASCADE,4XX BLOCK OF WESTLAKE AVE N,-122.338450991,47.62262519
1103283,2024,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,20XX BLOCK OF TERRY AVE,-122.335527117,47.6174338
1103321,2024,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,SLU/CASCADE,BOREN AVE N / DENNY WAY,-122.335876244,47.6185239
1103336,2024,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,5XX BLOCK OF BROAD ST,-122.347570309,47.621438
1103357,2024,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,SLU/CASCADE,18XX BLOCK OF MINOR AVE,-122.331208693,47.617225
1103402,2024,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,18XX BLOCK OF MINOR AVE,-122.331208693,47.617225
1103415,2024,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,4XX BLOCK OF WALL ST,-122.345741181,47.6170232
1103425,2024,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,7XX BLOCK OF FAIRVIEW AVE N,-122.334344369,47.62544473
1103556,2024,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,19XX BLOCK OF WESTLAKE AVE,-122.337497,47.613624
1103563,2024,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,19XX BLOCK OF 9TH AVE,-122.33508605,47.61600093
1103577,2024,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,SLU/CASCADE,20XX BLOCK OF TERRY AVE,-122.335527117,47.6174338
1103579,2024,A,PROPERTY,FRAUD OFFENSES,Identity Theft,26F,SLU/CASCADE,20XX BLOCK OF TERRY AVE,-122.335527117,47.6174338
1103583,2024,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,19XX BLOCK OF 5TH AVE,-122.338523508,47.61334267
1103626,2024,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,22XX BLOCK OF 8TH AVE,-122.339844859,47.61764314
1103630,2024,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,3XX BLOCK OF BOREN AVE N,-122.335852223,47.62144755
1103694,2024,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,SLU/CASCADE,20XX BLOCK OF 4TH AVE,-122.340683008,47.61344689
1103697,2024,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,SLU/CASCADE,21XX BLOCK OF 6TH AVE,-122.340264673,47.61554493
1103739,2024,A,PROPERTY,FRAUD OFFENSES,Identity Theft,26F,SLU/CASCADE,21XX BLOCK OF 4TH AVE,-122.341983607,47.61421579
1103752,2024,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,11XX BLOCK OF REPUBLICAN ST,-122.3350548,47.62319598
1103762,2024,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,BELL ST / 4TH AVE,-122.343934412,47.61536892
1103773,2024,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,LENORA ST / WESTLAKE AVE,-122.337893624,47.6164902
1103798,2024,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SLU/CASCADE,18XX BLOCK OF BOREN AVE,-122.332067369,47.61655803
1103814,2024,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,SLU/CASCADE,4XX BLOCK OF TERRY AVE N,-122.337146941,47.62262048
1103823,2024,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,5TH AVE N / MERCER ST,-122.347568098,47.62449513
1103834,2024,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,6XX BLOCK OF 3RD AVE N,-122.351483825,47.62500382
1103848,2024,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,4XX BLOCK OF BOREN AVE N,-122.335842718,47.62261533
1103857,2024,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SLU/CASCADE,3XX BLOCK OF 9TH AVE N,-122.339764551,47.62146252
1103912,2024,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,2XX BLOCK OF 8TH AVE N,-122.341081499,47.62029929
1103913,2024,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SLU/CASCADE,11XX BLOCK OF JOHN ST,-122.333620358,47.61966339
1103942,2024,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,8XX BLOCK OF TERRY AVE N,-122.33711996,47.62598646
1103944,2024,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,SLU/CASCADE,22XX BLOCK OF 4TH AVE,-122.343284238,47.61498466
1103976,2024,A,PROPERTY,ROBBERY,Robbery,120,SLU/CASCADE,20XX BLOCK OF 3RD AVE,-122.341542597,47.61278241
1103982,2024,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,SLU/CASCADE,20XX BLOCK OF 3RD AVE,-122.341542597,47.61278241
1103988,2024,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,4TH AVE / BELL ST,-122.343934408,47.61536891
1104005,2024,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,SLU/CASCADE,2XX BLOCK OF WESTLAKE AVE N,-122.338470386,47.62028978
1104032,2024,A,PROPERTY,FRAUD OFFENSES,False Pretenses/Swindle/Confidence Game,26A,SLU/CASCADE,13XX BLOCK OF MERCER ST,-122.329803998,47.62427705
1104033,2024,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,13XX BLOCK OF MERCER ST,-122.329803998,47.62427705
1104051,2024,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,SLU/CASCADE,10XX BLOCK OF VALLEY ST,-122.336661554,47.62578783
1104052,2024,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,10XX BLOCK OF VALLEY ST,-122.336661554,47.62578783
1104059,2024,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SLU/CASCADE,1XX BLOCK OF 4TH AVE N,-122.348892068,47.61916008
1104060,2024,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,5XX BLOCK OF DENNY WAY,-122.345841,47.61856414
1104067,2024,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,1XX BLOCK OF FAIRVIEW AVE N,-122.3342579,47.61909104
1104090,2024,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,SLU/CASCADE,22XX BLOCK OF 4TH AVE,-122.343284,47.614985
1104123,2024,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,2XX BLOCK OF PONTIUS AVE N,-122.331700196,47.62024125
1104126,2024,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,22XX BLOCK OF 4TH AVE,-122.343284,47.614985
1104131,2024,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,20XX BLOCK OF 6TH AVE,-122.338964332,47.61477578
1104162,2024,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,19XX BLOCK OF 8TH AVE,-122.335945286,47.61533686
1104174,2024,A,PROPERTY,ROBBERY,Robbery,120,SLU/CASCADE,5TH AVE N / DENNY WAY,-122.347621138,47.61857115
1104216,2024,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,SLU/CASCADE,2XX BLOCK OF PONTIUS AVE N,-122.331700196,47.62024125
1104220,2024,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,8XX BLOCK OF DENNY WAY,-122.341887064,47.61854842
1104237,2024,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,3XX BLOCK OF BLANCHARD ST,-122.343064,47.614268
1104283,2024,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SLU/CASCADE,MINOR AVE N / HARRISON ST,-122.332993182,47.6219735
1104293,2024,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,20XX BLOCK OF 6TH AVE,-122.338964332,47.61477578
1104325,2024,A,PROPERTY,FRAUD OFFENSES,False Pretenses/Swindle/Confidence Game,26A,SLU/CASCADE,9XX BLOCK OF STEWART ST,-122.334006702,47.6159486
1104342,2024,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,9XX BLOCK OF STEWART ST,-122.334006702,47.6159486
1104355,2024,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,4XX BLOCK OF DEXTER AVE N,-122.34236642,47.62263975
1104374,2024,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,SLU/CASCADE,4XX BLOCK OF 8TH AVE N,-122.341060921,47.62263512
1104393,2024,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,12XX BLOCK OF MERCER ST,-122.332366113,47.62427037
1104415,2024,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,19XX BLOCK OF 9TH AVE,-122.33508605,47.61600093
1104427,2024,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,2XX BLOCK OF DEXTER AVE N,-122.34238672,47.62030401
1104448,2024,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,6XX BLOCK OF JOHN ST,-122.344343387,47.61972448
1104466,2024,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,SLU/CASCADE,4XX BLOCK OF WESTLAKE AVE N,-122.338450991,47.62262519
1104467,2024,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,5XX BLOCK OF FAIRVIEW AVE N,-122.334282146,47.62371388
1104469,2024,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,SLU/CASCADE,1XX BLOCK OF 4TH AVE N,-122.348892068,47.61916008
1104483,2024,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,27XX BLOCK OF 4TH AVE,-122.348506,47.61807131
1104565,2024,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,2XX BLOCK OF YALE AVE N,-122.3304204,47.62024434
1104577,2024,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SLU/CASCADE,3RD AVE / LENORA ST,-122.342192704,47.61316683
1104597,2024,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,SLU/CASCADE,3XX BLOCK OF BROAD ST,-122.3496067,47.61916268
1104735,2024,A,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,SLU/CASCADE,BLANCHARD ST / 3RD AVE,-122.343493767,47.61393611
1104745,2024,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,9XX BLOCK OF STEWART ST,-122.334006702,47.6159486
1104786,2024,A,PROPERTY,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,SLU/CASCADE,11XX BLOCK OF FAIRVIEW AVE N,-122.32888058,47.6303008
1104795,2024,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,SLU/CASCADE,MERCER ST / 9TH AVE N,-122.339741462,47.62468686
1104807,2024,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,SLU/CASCADE,2XX BLOCK OF BOREN AVE N,-122.335861789,47.62027952
1104810,2024,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,5XX BLOCK OF MERCER ST,-122.3469186,47.62455977
1104863,2024,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,3XX BLOCK OF 5TH AVE N,-122.347594,47.621757
1104886,2024,A,PROPERTY,ARSON,Arson,200,SLU/CASCADE,22XX BLOCK OF WESTLAKE AVE,-122.338451686,47.61833048
1104891,2024,A,PROPERTY,ARSON,Arson,200,SLU/CASCADE,9XX BLOCK OF LENORA ST,-122.336607,47.617486
1104930,2024,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,20XX BLOCK OF 6TH AVE,-122.338964332,47.61477578
1104955,2024,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,6XX BLOCK OF 3RD AVE N,-122.351483825,47.62500382
1104979,2024,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SLU/CASCADE,5XX BLOCK OF EASTLAKE AVE E,-122.329160009,47.62370283
1105027,2024,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,SLU/CASCADE,1XX BLOCK OF TERRY AVE N,-122.337160587,47.61911361
1105087,2024,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SLU/CASCADE,2XX BLOCK OF WESTLAKE AVE N,-122.338470386,47.62028978
1105126,2024,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,SLU/CASCADE,4XX BLOCK OF CEDAR ST,-122.347419907,47.618274
1105130,2024,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,7XX BLOCK OF JOHN ST,-122.341739116,47.61971714
1105158,2024,A,PROPERTY,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,SLU/CASCADE,2XX BLOCK OF YALE AVE N,-122.3304204,47.62024434
1105177,2024,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SLU/CASCADE,12XX BLOCK OF HARRISON ST,-122.331070174,47.62196996
1105199,2024,A,PROPERTY,FRAUD OFFENSES,Identity Theft,26F,SLU/CASCADE,20XX BLOCK OF 3RD AVE,-122.341542597,47.61278241
1105269,2024,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,5XX BLOCK OF PONTIUS AVE N,-122.33172195,47.62369581
1105339,2024,A,PROPERTY,ARSON,Arson,200,SLU/CASCADE,20XX BLOCK OF TERRY AVE,-122.335527117,47.6174338
1105347,2024,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SLU/CASCADE,22XX BLOCK OF 3RD AVE,-122.344144,47.61432
1105357,2024,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,SLU/CASCADE,21XX BLOCK OF 6TH AVE,-122.340264673,47.61554493
1105390,2024,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SLU/CASCADE,TERRY AVE N / JOHN ST,-122.337170454,47.61970032
1105439,2024,A,PROPERTY,STOLEN PROPERTY OFFENSES,Stolen Property Offenses,280,SLU/CASCADE,5XX BLOCK OF DENNY WAY,-122.345841,47.61856414
1105464,2024,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,24XX BLOCK OF 4TH AVE,-122.345702746,47.61641416
